customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_probability,tenure_group
2362-IBOOY,Male,0,No,No,36,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.7738698759847749,25-48 months
9705-ZJBCG,Female,0,Yes,Yes,13,One year,No,Bank transfer (automatic),54.15,701.05,No,Yes,No,DSL,Yes,No,No,Yes,No,No,0.17320722958855422,13-24 months
3785-NRHYR,Male,0,No,No,1,Month-to-month,No,Mailed check,19.65,19.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.4035473789527622,0-12 months (New)
4817-KEQSP,Female,0,Yes,Yes,71,Two year,No,Bank transfer (automatic),19.85,1326.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.004589530736415609,48+ months (Loyal)
7989-VCQOH,Male,0,Yes,Yes,18,Month-to-month,No,Electronic check,83.25,1611.15,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.4218814705262408,13-24 months
5883-GTGVD,Male,0,No,No,19,Month-to-month,Yes,Electronic check,99.95,1931.75,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.8653892692693956,13-24 months
3063-QFSZL,Female,0,No,No,1,Month-to-month,Yes,Electronic check,55.4,55.4,Yes,Yes,No,DSL,No,No,No,No,No,Yes,0.7931075459458561,0-12 months (New)
8559-CIZFV,Male,0,Yes,Yes,21,One year,No,Mailed check,77.5,1625.0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,0.15750598136491656,13-24 months
0665-XHDJU,Male,0,Yes,No,72,Two year,Yes,Electronic check,99.4,7285.7,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.2859701070744475,48+ months (Loyal)
4000-VGMQP,Male,0,Yes,Yes,38,One year,No,Credit card (automatic),78.95,2862.55,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0.22191346727801717,25-48 months
8668-KNZTI,Male,0,No,No,52,One year,No,Electronic check,53.75,2790.65,No,Yes,No,DSL,Yes,No,Yes,No,No,No,0.0925029999543635,48+ months (Loyal)
9389-ACWBI,Female,0,Yes,Yes,5,Month-to-month,No,Credit card (automatic),69.95,320.4,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.6653527370064536,0-12 months (New)
9867-XOBQA,Female,0,No,Yes,21,Two year,No,Mailed check,53.15,1183.2,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0.10471048356458494,13-24 months
6668-CNMFP,Female,0,Yes,Yes,19,One year,Yes,Bank transfer (automatic),89.35,1686.85,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0.5587753088820375,13-24 months
6840-RESVB,Male,0,Yes,Yes,24,One year,Yes,Mailed check,84.8,1990.5,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0.2743810942496293,25-48 months
1612-EOHDH,Female,0,No,No,1,Month-to-month,No,Electronic check,45.15,45.15,Yes,Yes,No,DSL,No,No,No,No,No,No,0.6850182500393618,0-12 months (New)
7188-CBBBA,Female,0,No,No,65,One year,Yes,Electronic check,95.5,6153.85,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0.38607797054708515,48+ months (Loyal)
8100-HZZLJ,Female,0,No,Yes,43,Month-to-month,Yes,Electronic check,63.95,2737.05,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,0.2923308462173225,25-48 months
0002-ORFBO,Female,0,Yes,Yes,9,One year,Yes,Mailed check,65.6,593.3,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,0.3193713154243679,0-12 months (New)
1776-SPBWV,Female,0,Yes,Yes,34,One year,Yes,Bank transfer (automatic),20.1,682.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.07569507274383377,25-48 months
5996-DAOQL,Male,0,No,No,1,Month-to-month,Yes,Mailed check,20.45,20.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.4792120690539335,0-12 months (New)
0772-GYEQQ,Male,0,No,No,3,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,0.7785247513738764,0-12 months (New)
5993-JSUWV,Female,0,No,No,66,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0.024502856599791328,48+ months (Loyal)
9348-ROUAI,Female,0,Yes,Yes,59,Two year,No,Credit card (automatic),90.3,5194.05,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.038092240004984554,48+ months (Loyal)
1038-RQOST,Male,0,Yes,Yes,19,Month-to-month,No,Mailed check,20.6,414.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.1800543527247418,13-24 months
3889-VWBID,Male,0,Yes,Yes,68,Two year,No,Bank transfer (automatic),82.85,5776.45,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0.02590294437841543,48+ months (Loyal)
1063-DHQJF,Male,0,Yes,Yes,69,Two year,Yes,Mailed check,92.15,6480.9,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,0.08346964284357052,48+ months (Loyal)
1703-MGIAB,Female,0,No,No,17,Month-to-month,Yes,Mailed check,69.0,1108.0,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,0.5549128522198198,13-24 months
9474-PHLYD,Female,0,No,No,15,Month-to-month,Yes,Electronic check,59.45,892.65,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,0.684554149329681,13-24 months
5171-EPLKN,Male,0,No,No,27,Two year,No,Credit card (automatic),19.85,470.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.04449209522293538,25-48 months
6741-EGCBI,Male,1,No,No,30,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,0.694475263342777,25-48 months
1591-XWLGB,Female,0,Yes,No,71,Two year,No,Credit card (automatic),19.85,1379.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.005077797252383288,48+ months (Loyal)
0512-FLFDW,Female,1,Yes,No,60,One year,Yes,Credit card (automatic),100.5,6029.0,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.49164800764916883,48+ months (Loyal)
9602-WCXPI,Male,0,No,No,50,One year,No,Credit card (automatic),20.15,989.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.030954956297271168,48+ months (Loyal)
7225-CBZPL,Male,1,Yes,No,17,Month-to-month,Yes,Electronic check,94.8,1563.9,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.9019686227397768,13-24 months
0618-XWMSS,Male,0,No,Yes,28,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.5125178069438527,25-48 months
4255-DDUOU,Female,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.4135556680004313,0-12 months (New)
5862-BRIXZ,Male,0,No,No,46,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0.11731712634035395,25-48 months
3134-DSHVC,Female,0,No,No,63,Two year,No,Credit card (automatic),98.0,6218.45,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,0.10709808560482734,48+ months (Loyal)
1261-FWTTE,Male,1,No,No,23,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,No,No phone service,DSL,No,No,No,No,No,Yes,0.6983574789374326,13-24 months
6202-JVYEU,Male,0,No,No,9,One year,Yes,Electronic check,19.9,164.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3270468549095303,0-12 months (New)
7399-QHBJS,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),66.75,4760.3,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.011158240878933945,48+ months (Loyal)
2144-BFDSO,Female,1,Yes,No,50,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.5589985395944382,48+ months (Loyal)
4043-MKDTV,Male,0,Yes,No,71,Two year,Yes,Electronic check,105.25,7291.75,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.18801258337367824,48+ months (Loyal)
9637-EIHEQ,Female,0,No,No,1,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,Yes,No,DSL,No,No,No,Yes,No,No,0.6891828951026951,0-12 months (New)
1757-TCATG,Male,0,Yes,Yes,35,One year,No,Bank transfer (automatic),20.05,746.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.05535082853003375,25-48 months
1356-MKYSK,Male,0,No,No,6,Month-to-month,No,Credit card (automatic),78.65,483.3,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.49910208065265854,0-12 months (New)
6080-LNESI,Male,0,No,No,51,Two year,No,Mailed check,24.75,1234.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.018695375048170617,48+ months (Loyal)
0780-XNZFN,Male,0,No,No,57,Two year,No,Bank transfer (automatic),20.65,1125.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.011669204538371735,48+ months (Loyal)
8654-DHAOW,Female,0,No,No,2,Month-to-month,No,Mailed check,54.15,101.65,No,Yes,Yes,DSL,No,Yes,No,No,No,No,0.593035010926389,0-12 months (New)
4012-ZTHBR,Female,0,Yes,Yes,21,Month-to-month,Yes,Electronic check,44.95,926.25,No,Yes,No,DSL,No,No,No,No,No,No,0.5132219217578355,13-24 months
9541-PWTWO,Female,0,No,No,52,Two year,Yes,Bank transfer (automatic),80.95,4233.95,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0.13020326894810896,48+ months (Loyal)
3926-YZVVX,Female,0,No,No,41,One year,No,Bank transfer (automatic),50.05,2029.05,No,Yes,No,DSL,No,No,No,Yes,No,No,0.11002812832998118,25-48 months
4657-FWVFY,Female,0,Yes,Yes,40,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0.5666816417930239,25-48 months
7009-LGECI,Female,0,No,No,4,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,No,Yes,No,DSL,Yes,No,No,No,No,No,0.5697032364317848,0-12 months (New)
5777-ZPQNC,Female,0,No,No,12,One year,No,Electronic check,20.15,260.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2262115488400902,13-24 months
3806-DXQOM,Female,0,No,No,4,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No,0.7194147256722663,0-12 months (New)
3870-MQAMG,Female,0,Yes,No,54,One year,No,Electronic check,110.35,5893.15,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.4061465174137174,48+ months (Loyal)
0197-PNKNK,Female,0,Yes,Yes,69,One year,No,Bank transfer (automatic),84.45,5848.6,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,0.11451218195268101,48+ months (Loyal)
7771-CFQRQ,Female,0,Yes,Yes,47,Two year,No,Bank transfer (automatic),63.8,3007.25,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,0.047298922090070826,25-48 months
6465-GSRCL,Female,0,No,Yes,67,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0.32102197245266895,48+ months (Loyal)
2386-LAHRK,Male,0,No,No,1,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,Yes,No,DSL,No,No,No,No,Yes,No,0.7325270302798613,0-12 months (New)
9097-ZUBYC,Male,0,Yes,No,14,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,Yes,No,DSL,No,No,No,Yes,No,No,0.41929339871442894,13-24 months
6397-JNZZG,Female,1,Yes,No,43,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.4068994042943285,25-48 months
7527-QNRUS,Male,0,Yes,Yes,17,Two year,Yes,Mailed check,25.15,412.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.09403424831625917,13-24 months
8816-VXNZD,Female,0,No,No,1,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8797414543190339,0-12 months (New)
5816-SCGFC,Female,1,No,No,7,Month-to-month,Yes,Mailed check,51.3,419.35,No,Yes,No,DSL,No,Yes,No,No,No,No,0.617818246069511,0-12 months (New)
7634-WSWDB,Female,0,No,Yes,8,Month-to-month,Yes,Electronic check,38.5,330.8,No,No,No phone service,DSL,Yes,No,No,No,No,Yes,0.7369400063094732,0-12 months (New)
9732-EQMWY,Female,0,Yes,No,49,Month-to-month,No,Electronic check,99.4,5025.0,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.6082713002388047,48+ months (Loyal)
2632-UCGVD,Male,1,Yes,No,66,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0.596783561472244,48+ months (Loyal)
2718-YSKCS,Male,0,Yes,Yes,71,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.00676914799827988,48+ months (Loyal)
0423-UDIJQ,Male,1,No,No,9,Month-to-month,No,Mailed check,49.2,447.9,No,Yes,No,DSL,No,No,No,Yes,No,No,0.5092014940441941,0-12 months (New)
7647-GYYKX,Female,0,Yes,Yes,54,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.014660724692377685,48+ months (Loyal)
6559-PDZLR,Male,0,No,No,26,Month-to-month,Yes,Electronic check,98.65,2537.0,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.7866584142250995,25-48 months
2087-QAREY,Female,0,Yes,No,22,Month-to-month,Yes,Mailed check,54.7,1178.75,No,Yes,No,DSL,No,Yes,Yes,No,No,No,0.3966970815890725,13-24 months
1042-HFUCW,Female,0,No,Yes,25,One year,Yes,Credit card (automatic),54.75,1266.35,No,Yes,No,DSL,No,Yes,No,Yes,No,No,0.1744872555944998,25-48 months
7162-WPHPM,Male,0,Yes,Yes,58,Two year,No,Credit card (automatic),71.6,4230.25,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0.019422132370385453,48+ months (Loyal)
7823-JSOAG,Male,0,No,No,3,Month-to-month,No,Electronic check,74.5,217.45,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8376686220108127,0-12 months (New)
6128-DAFVY,Female,0,No,No,56,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,0.3627715519037796,48+ months (Loyal)
6615-ZGEDR,Male,0,No,No,1,Month-to-month,No,Mailed check,19.7,19.7,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.40316433258167816,0-12 months (New)
4023-RTIQM,Female,1,Yes,No,31,One year,Yes,Credit card (automatic),50.4,1580.1,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,0.2871572999406438,25-48 months
7696-AMHOD,Female,0,Yes,Yes,49,One year,No,Credit card (automatic),78.0,3824.2,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,0.12588933213043174,48+ months (Loyal)
8080-POTJR,Female,0,No,No,30,One year,Yes,Credit card (automatic),79.3,2427.1,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,0.344032543371276,25-48 months
6120-RJKLU,Female,1,Yes,No,62,Two year,Yes,Credit card (automatic),79.95,4819.75,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.05880812413256536,48+ months (Loyal)
2314-TNDJQ,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),55.65,3880.05,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0.014257800233770063,48+ months (Loyal)
7398-LXGYX,Male,0,Yes,No,44,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,0.4466997889500212,25-48 months
6908-VVYHM,Male,0,Yes,No,65,Month-to-month,Yes,Electronic check,90.65,5931.0,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0.5545564596302579,48+ months (Loyal)
4139-DETXS,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),64.45,4528.0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.024175747324132683,48+ months (Loyal)
5003-XZWWO,Male,0,Yes,No,71,Two year,No,Credit card (automatic),84.2,5956.85,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0.04702863094462769,48+ months (Loyal)
0962-CQPWQ,Female,0,Yes,Yes,62,Two year,No,Bank transfer (automatic),20.3,1296.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.007286563653269978,48+ months (Loyal)
8225-BTJAU,Male,1,No,No,10,Month-to-month,Yes,Electronic check,79.25,793.55,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.8835692038821971,0-12 months (New)
4826-XTSOH,Male,1,Yes,No,1,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.9154964804080932,0-12 months (New)
0301-FIDRB,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.03560199658472585,48+ months (Loyal)
8118-LSUEL,Male,1,No,No,23,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.8693966234525788,13-24 months
0496-AHOOK,Male,0,Yes,No,24,One year,No,Bank transfer (automatic),74.4,1712.9,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,0.2304208475420795,25-48 months
1142-WACZW,Male,0,No,No,2,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,0.6649936749260957,0-12 months (New)
6221-AVQYL,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.838707589382446,0-12 months (New)
8644-XLFBW,Male,1,No,No,1,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8798504183042806,0-12 months (New)
9169-BSVIN,Male,0,No,No,12,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0.6742858811386722,13-24 months
4685-TFLLS,Male,0,Yes,Yes,18,One year,No,Bank transfer (automatic),19.8,342.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.11675843641965666,13-24 months
6416-TVAIH,Male,0,Yes,Yes,1,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8373000387451977,0-12 months (New)
5451-YHYPW,Female,1,Yes,No,72,Two year,Yes,Credit card (automatic),115.75,8443.7,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.16622703101116143,48+ months (Loyal)
2824-DXNKN,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,0.033746601624135106,48+ months (Loyal)
2672-OJQZP,Female,0,No,No,1,Month-to-month,No,Mailed check,44.75,44.75,No,Yes,No,DSL,No,No,No,No,No,No,0.5934937646807535,0-12 months (New)
6917-FIJHC,Female,0,Yes,No,72,Two year,Yes,Mailed check,26.0,1776.0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.008687021028889182,48+ months (Loyal)
6578-KRMAW,Male,0,No,No,32,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.5505866647245249,25-48 months
1866-DIOQZ,Female,0,Yes,No,71,One year,No,Bank transfer (automatic),66.8,4689.15,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.059313120238361605,48+ months (Loyal)
2432-TFSMK,Male,0,No,No,18,One year,Yes,Credit card (automatic),89.6,1633.0,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,0.6536062252582883,13-24 months
3339-EAQNV,Male,1,Yes,No,72,One year,Yes,Credit card (automatic),97.25,7133.1,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.4174661415768183,48+ months (Loyal)
9402-ROUMJ,Female,0,Yes,Yes,67,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,0.19103811633922463,48+ months (Loyal)
0734-OXWBT,Male,0,No,Yes,3,Month-to-month,No,Mailed check,70.7,225.65,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0.5772012254656709,0-12 months (New)
7246-ZGQDF,Female,0,No,Yes,1,Month-to-month,No,Electronic check,54.5,54.5,No,Yes,No,DSL,Yes,No,No,Yes,No,No,0.4805860742834655,0-12 months (New)
0506-YLVKJ,Male,0,Yes,Yes,46,Two year,Yes,Mailed check,20.2,917.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.01992625957601775,25-48 months
3585-YNADK,Female,0,Yes,No,57,One year,No,Bank transfer (automatic),74.6,4368.95,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0.10268633361761663,48+ months (Loyal)
5671-UUNXD,Female,1,Yes,No,50,One year,Yes,Electronic check,100.65,5189.75,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0.6092678191891331,48+ months (Loyal)
6458-CYIDZ,Female,1,No,No,5,Month-to-month,No,Electronic check,80.7,374.8,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0.7184092439314526,0-12 months (New)
7033-CLAMM,Female,0,Yes,Yes,48,Two year,No,Bank transfer (automatic),20.2,1027.25,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.014353639070872786,48+ months (Loyal)
1597-LHYNC,Female,1,No,No,26,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0.7692244247163629,25-48 months
9661-MHUMO,Male,1,Yes,Yes,1,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,Yes,No,DSL,No,No,No,Yes,No,No,0.61572575335345,0-12 months (New)
1963-VAUKV,Female,0,No,No,1,Month-to-month,No,Mailed check,20.4,20.4,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.39012558238721007,0-12 months (New)
2974-GGUXS,Female,1,Yes,No,36,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0.6833639431264042,25-48 months
2999-AANRQ,Female,0,No,No,21,Two year,No,Credit card (automatic),71.05,1524.85,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,0.08513055763096111,13-24 months
2478-EEWWM,Male,0,Yes,No,59,Month-to-month,Yes,Electronic check,44.3,2666.75,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,0.42405665141136945,48+ months (Loyal)
6518-LGAOV,Female,0,Yes,No,38,Month-to-month,Yes,Electronic check,105.0,4026.4,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.7602699407461692,25-48 months
2272-QAGFO,Female,1,No,No,14,Month-to-month,Yes,Electronic check,74.3,1096.25,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8611904329577226,13-24 months
5295-PCJOO,Male,0,No,Yes,4,Month-to-month,Yes,Electronic check,49.4,184.4,Yes,Yes,No,DSL,Yes,No,No,No,No,No,0.6129477712639105,0-12 months (New)
8007-YYPWD,Female,0,No,No,15,Two year,No,Bank transfer (automatic),25.05,369.1,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.10058681296376235,13-24 months
3893-JRNFS,Male,0,No,No,68,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,No,No,No phone service,DSL,No,No,Yes,No,No,Yes,0.20959023913682237,48+ months (Loyal)
1212-GLHMD,Male,0,No,No,3,Month-to-month,Yes,Mailed check,86.05,244.85,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,0.7600582235601203,0-12 months (New)
4074-SJFFA,Female,0,No,No,1,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,Yes,No,DSL,No,No,No,No,No,Yes,0.7217612063715633,0-12 months (New)
7473-ZBDSN,Female,0,Yes,Yes,14,Two year,No,Mailed check,18.8,255.55,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.06472077354562848,13-24 months
8454-AATJP,Female,0,No,No,72,Two year,No,Credit card (automatic),115.05,8405.0,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.10901211945866625,48+ months (Loyal)
7351-MHQVU,Female,0,No,No,6,Month-to-month,No,Credit card (automatic),50.95,307.6,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,0.5062106360876572,0-12 months (New)
8498-XXGWA,Female,0,Yes,No,65,Month-to-month,Yes,Mailed check,55.15,3673.15,No,Yes,No,DSL,Yes,No,Yes,No,No,No,0.0937078724525352,48+ months (Loyal)
4837-PZTIC,Female,0,No,No,47,Two year,No,Mailed check,41.9,1875.25,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,0.03435922282076736,25-48 months
5989-AXPUC,Female,0,Yes,No,68,Two year,No,Mailed check,118.6,7990.05,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.10084610255311968,48+ months (Loyal)
2154-KVJFF,Female,0,No,No,15,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0.7950860252211203,13-24 months
0813-TAXXS,Male,0,No,No,55,Two year,Yes,Bank transfer (automatic),77.8,4323.35,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0.14566538360313896,48+ months (Loyal)
1928-BXYIV,Male,0,No,No,1,Month-to-month,No,Electronic check,61.15,61.15,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,0.5969244536894528,0-12 months (New)
3765-JXVKY,Female,0,No,No,1,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.8344046250593646,0-12 months (New)
1383-EZRWL,Female,0,No,No,7,Month-to-month,No,Mailed check,20.05,164.85,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3275291907594181,0-12 months (New)
